0,47303.6
0.0121238,47319.2
0.0122004,47322.3
0.0122768,47324.2
0.0123507,47337.4
0.0124214,47339
0.012502,47345
0.0126224,47346
0.0127004,47353.3
0.0127671,47355.4
0.0128368,47379.3
0.0129153,47380.3
0.0129972,47381
0.0130749,47383.9
0.0131472,47389.7
0.013215,47402.3
0.0132947,47406.2
0.0133793,47411.6
0.0134466,47412.2
0.0135184,47417.5
0.0135923,47433.1
0.0136557,47449
0.0137237,47457.8
0.0137932,47463
0.0138706,47463.5
0.0139538,47482.3
0.0140671,47490
0.014135,47491.2
0.0142067,47494.8
0.0142774,47495.5
0.014382,47497
0.0144588,47497.9
0.0145273,47502.4
0.0146155,47523.9
0.0146742,47541.9
0.0147604,47572.4
0.0148311,47586.9
0.0148991,47596.1
0.0149657,47597.4
0.0150542,47607.3
0.015131,47610.8
0.0152059,47611.1
0.0152814,47611.2
0.0153488,47627.8
0.0154387,47629.4
0.0155296,47629.5
0.0156005,47634.9
0.0156844,47641.7
0.0157477,47660.2
0.0158201,47663.3
0.0158913,47666.3
0.0159575,47683.1
0.0160304,47683.9
0.0161132,47685.8
0.0161894,47690.9
0.0162653,47697.2
0.0163351,47704.7
0.0164031,47723.5
0.016473,47733.8
0.0165455,47754.9
0.0166142,47771.8
0.0167018,47792.9
0.016789,47798.4
0.0168746,47801.3
0.0169555,47814.6
0.017035,47837.7
0.0171124,47841
0.0171841,47842.9
0.0172426,47849.7
0.0173148,47854.4
0.0173907,47860
0.0174845,47862.6
0.0175626,47867.7
0.0176904,47875.4
0.0177818,47880.4
0.0178551,47884.8
0.0179252,47886
0.0179957,47887.4
0.0180858,47888.1
0.018175,47890
0.0182459,47896.8
0.0183235,47898.9
0.0183944,47899.8
0.0185131,47900.7
0.0185895,47901.3
0.0186853,47912.8
0.0187814,47916.7
0.0188672,47922.1
0.0189426,47928.2
0.0190354,47930.4
0.0191282,47931.7
0.0192019,47932.4
0.0192767,47933.6
0.0193381,47935.8
0.0194243,47942.5
0.019511,47945.8
0.0195876,47956.9
0.0196954,47959
0.0197706,47960.3
0.0198419,47962.7
0.0199212,47969.9
0.0200207,47971.4
0.0200971,47975.3
0.0201787,47977.5
0.0202731,47989.5
0.0203678,47998.1
0.0204493,48004.3
0.0205063,48008.5
0.0205821,48014.2
0.0206573,48026.7
0.0207597,48035.9
0.0208579,48042.8
0.020937,48046.2
0.0210218,48056
0.0211031,48057.8
0.0211784,48061.4
0.0212527,48067.9
0.0213255,48068.7
0.0214005,48072.7
0.0214866,48073.8
0.0215634,48081.9
0.021641,48090.5
0.021727,48095.5
0.0218023,48101.6
0.021878,48115
0.0219545,48123
0.0220318,48132.4
0.0221186,48152.8
0.0222215,48153.6
0.0223027,48163
0.0223943,48170.9
0.022464,48176.8
0.0225397,48198.4
0.0226439,48202.3
0.0227237,48210.2
0.0228078,48223.4
0.0228994,48225.4
0.0229996,48235.3
0.0231353,48245.2
0.0232223,48270
0.0233063,48276.2
0.0233868,48280.6
0.0234751,48293.4
0.0235691,48297
0.0236551,48305
0.0237542,48305.1
0.0238433,48308.3
0.0239417,48325.5
0.0240196,48330.2
0.0241116,48336
0.0242125,48336.6
0.0242948,48337.5
0.0243747,48356.3
0.0244653,48357.5
0.0245494,48361.1
0.0246252,48378.2
0.0247312,48387.4
0.024806,48387.7
0.0248861,48389.1
0.0249612,48401
0.0250508,48415.4
0.0251352,48417.9
0.025219,48427.5
0.0253187,48432.2
0.025396,48439.7
0.0254964,48450.8
0.0255778,48458.1
0.0257132,48461.7
0.0257884,48488.3
0.0259007,48507.5
0.0259754,48510.5
0.0260603,48511
0.0261334,48519.8
0.0262043,48521.8
0.0263139,48528.2
0.0263891,48531.1
0.02647,48537.6
0.0265534,48539.2
0.0266672,48541.3
0.0267676,48548.7
0.0268536,48563.7
0.02696,48565.1
0.0270452,48570.9
0.0271457,48577.7
0.0272994,48580.4
