0,455087
0.00719772,455111
0.00739761,455117
0.00756776,455229
0.00772485,455268
0.00785063,455301
0.00800421,455336
0.00812851,455350
0.00822185,455350
0.00833551,455360
0.00843194,455431
0.00854859,455473
0.0086792,455528
0.00881983,455612
0.00894314,455660
0.00905199,455662
0.009161,455792
0.00925363,455810
0.0093543,455839
0.00944462,455848
0.00953811,455851
0.00963559,455925
0.00972732,455988
0.00982321,456013
0.00992033,456075
0.0100054,456098
0.0100941,456099
0.0101792,456144
0.0102743,456163
0.0103584,456166
0.0104578,456225
0.0105445,456326
0.0106586,456376
0.0107558,456381
0.0108613,456401
0.0109628,456402
0.011062,456436
0.0111864,456466
0.0112926,456495
0.011372,456644
0.0114615,456711
0.0115526,456766
0.0116433,456793
0.0117324,456814
0.0118315,456887
0.0119216,456907
0.0120162,457056
0.0121345,457101
0.0122525,457116
0.0123798,457145
0.0124874,457188
0.012599,457206
0.0127089,457259
0.0128164,457276
0.012964,457278
0.0130807,457325
0.0131897,457348
0.0132974,457369
0.0134052,457378
0.0135115,457441
0.0137016,457477
0.0138179,457512
0.0139325,457535
0.0140497,457542
0.0141544,457543
0.0142487,457569
0.0143434,457577
0.01444,457587
0.0145563,457659
0.0146515,457671
0.0147569,457707
0.0148595,457723
0.0149586,457770
0.0150541,457804
0.0151514,457826
0.0152453,457833
0.0153613,457873
0.0154629,457875
0.0155713,457881
0.0156899,458005
0.0157782,458043
0.0158736,458132
0.0159645,458148
0.0160741,458155
0.0161966,458165
0.0163187,458255
0.0164315,458260
0.0165368,458290
0.0166336,458313
0.0167171,458321
0.0168108,458333
0.0168898,458423
0.0169798,458441
0.0170819,458448
0.0171711,458452
0.0172523,458470
0.0173367,458487
0.0174242,458520
0.0175243,458613
0.0176245,458627
0.0177047,458630
0.0177862,458646
0.0178915,458711
0.0180028,458814
0.0181018,458838
0.0182068,458844
0.0183197,458901
0.0184232,458942
0.0185451,458958
0.0186419,458980
0.0187251,459000
0.0189388,459069
0.0190496,459094
0.0191462,459175
0.0192489,459201
0.0193424,459210
0.0194488,459228
0.0195546,459247
0.0196506,459249
0.0197489,459315
0.0198348,459371
0.0199305,459407
0.0200324,459410
0.0201479,459453
0.020248,459522
0.0203696,459595
0.0204932,459607
0.0206155,459646
0.0207196,459670
0.020819,459672
0.0209171,459679
0.0210103,459714
0.0210989,459818
0.0212045,459823
0.0213219,459838
0.0214182,459878
0.0215162,460009
0.021608,460020
0.0217,460028
0.0218024,460070
0.021888,460084
0.0219998,460108
0.0221415,460143
0.0222925,460149
0.0224328,460182
0.0225666,460245
0.0227049,460249
0.0228488,460290
0.0229827,460332
0.0231175,460351
0.0232673,460391
0.02341,460437
0.023532,460458
0.0236615,460472
0.0238061,460495
0.0239126,460506
0.0240132,460510
0.0241141,460529
0.0242189,460544
0.0243299,460566
0.0244025,460575
0.0244931,460593
0.0246249,460685
0.024743,460708
0.024838,460709
0.0249485,460801
0.0250587,460853
0.0251473,460886
0.0252393,460931
0.0253272,460948
0.0254391,461005
0.0255325,461070
0.0256392,461075
0.0257416,461079
0.0258284,461084
0.0259199,461204
0.0260062,461214
0.0261204,461230
0.0262451,461296
0.026335,461347
0.0264264,461366
0.0265302,461427
0.0266308,461429
0.0267377,461435
0.0268452,461561
0.0269457,461632
0.0270468,461645
0.0271432,461665
0.0272291,461717
0.027311,461788
0.0273934,461796
0.027482,461805
0.0275724,461900
0.0276701,461961
0.0277591,461989
0.0278609,462047
0.0279455,462063
0.0280228,462072
0.0281196,462139
0.0282104,462157
0.028314,462216
0.0283973,462291
0.0284979,462372
0.0286024,462438
